id,city,confirmed,died,crued,confirmedRelative,asymptomaticRelative,asymptomatic,nativeRelative,curConfirm
479,安徽_淮南市,27,0,27,0,0,0,0,0
480,安徽_六安市,77,0,77,0,0,0,0,0
481,安徽_境外输入,15,0,7,0,0,0,0,8
482,湖南_衡阳市,48,0,48,0,0,0,0,0
483,湖南_娄底市,76,0,76,0,0,0,0,0
484,湖南_湘潭市,39,0,38,0,0,0,0,1
485,湖南_永州市,44,0,44,0,0,0,0,0
486,湖南_常德市,82,0,82,0,0,0,0,0
487,湖南_张家界市,77,0,77,0,0,0,0,0
488,湖南_岳阳市,157,1,155,1,0,0,1,1
489,湖南_株洲市,110,0,110,0,0,0,0,0
490,湖南_长沙市,250,2,245,1,0,0,1,3
491,湖南_邵阳市,105,1,102,2,0,0,2,2
492,湖南_湘西土家族苗族自治州,10,0,10,0,0,0,0,0
493,湖南_郴州市,39,0,39,0,0,0,0,0
494,湖南_怀化市,42,0,40,1,0,0,1,2
495,湖南_益阳市,63,0,63,0,0,0,0,0
496,湖南_境外输入,102,0,99,0,0,0,0,3
497,河南_安阳市,522,0,522,0,0,0,0,0
498,河南_信阳市,277,2,275,0,0,0,0,0
499,河南_周口市,101,1,100,0,0,0,0,0
500,河南_开封市,33,0,33,0,0,0,0,0
501,河南_许昌市,405,1,404,0,0,0,0,0
502,河南_濮阳市,22,0,17,0,0,0,0,5
503,河南_漯河市,36,0,36,0,0,0,0,0
504,河南_郑州市,489,5,483,0,0,0,0,1
505,河南_三门峡市,8,1,7,0,0,0,0,0
506,河南_驻马店市,143,0,143,0,0,0,0,0
507,河南_南阳市,156,3,153,0,0,0,0,0
508,河南_鹤壁市,19,0,19,0,0,0,0,0
509,河南_商丘市,110,3,106,0,0,0,0,1
510,河南_洛阳市,42,1,40,0,0,0,0,1
511,河南_新乡市,57,3,54,0,0,0,0,0
512,河南_焦作市,33,1,31,1,4,0,1,1
513,河南_平顶山市,59,1,58,0,0,0,0,0
514,河南_济源市,5,0,5,0,0,0,0,0
515,河南_境外输入,198,0,159,0,0,0,0,39
516,广东_云浮市,-1,-1,-1,-1,-1,-1,-1,-1
517,广东_肇庆市,19,1,18,0,0,0,0,0
518,广东_珠海市,140,1,115,0,0,0,0,24
519,广东_河源市,7,0,5,0,0,0,0,2
520,广东_佛山市,101,0,101,0,0,0,0,0
521,广东_清远市,12,0,12,0,0,0,0,0
522,广东_汕尾市,6,0,6,0,0,0,0,0
523,广东_茂名市,14,0,14,0,0,0,0,0
524,广东_阳江市,15,0,14,0,0,0,0,1
525,广东_湛江市,23,0,23,0,0,0,0,0
526,广东_中山市,74,0,71,0,2,0,0,3
527,广东_惠州市,70,0,62,0,0,0,0,8
528,广东_揭阳市,10,0,10,0,0,0,0,0
529,广东_梅州市,18,0,17,0,0,0,0,1
530,广东_深圳市,1223,3,445,46,31,0,46,775
531,广东_汕头市,25,0,25,0,0,0,0,0
532,广东_江门市,23,0,23,0,0,0,0,0
533,广东_韶关市,11,1,9,0,0,0,0,1
534,广东_东莞市,337,1,127,0,14,0,0,209
535,广东_广州市,537,1,525,1,1,0,1,11
536,广东_潮州市,5,0,5,0,0,0,0,0
537,广东_境外输入,3629,0,2796,18,29,0,0,833
538,广东_待确认,0,0,483,0,0,0,0,0
539,广东_云浮市,7,0,0,0,0,0,0,7
540,浙江_台州市,147,0,147,0,0,0,0,0
541,浙江_嘉兴市,85,0,46,4,4,0,4,39
542,浙江_湖州市,13,0,10,0,0,0,0,3
543,浙江_舟山市,11,0,10,1,0,0,1,1
544,浙江_绍兴市,431,0,429,0,0,0,0,2
545,浙江_宁波市,270,0,269,0,0,0,0,1
546,浙江_杭州市,382,0,215,0,0,0,0,167
547,浙江_金华市,58,0,57,0,0,0,0,1
548,浙江_丽水市,17,0,17,0,2,0,0,0
549,浙江_温州市,507,1,503,0,0,0,0,3
550,浙江_衢州市,82,0,14,12,13,0,12,68
551,浙江_省十里丰监狱市,36,0,36,0,0,0,0,0
552,浙江_境外输入,516,0,306,19,12,0,0,210
553,湖北_仙桃市,575,22,553,0,0,0,0,0
554,湖北_天门市,498,15,483,0,0,0,0,0
555,湖北_随州市,1307,45,1262,0,0,0,0,0
556,湖北_咸宁市,836,15,821,0,0,0,0,0
557,湖北_十堰市,673,8,664,0,0,0,0,1
558,湖北_恩施土家族苗族自治州,252,7,245,0,0,0,0,0
559,湖北_襄阳市,1175,40,1135,0,0,0,0,0
560,湖北_荆州市,1582,52,1530,0,0,0,0,0
561,湖北_神农架林区,11,0,11,0,0,0,0,0
562,湖北_宜昌市,931,37,894,0,0,0,0,0
563,湖北_潜江市,198,9,189,0,0,0,0,0
564,湖北_武汉市,50419,3869,46546,0,0,0,0,4
565,湖北_黄冈市,2912,125,2787,0,0,0,0,0
566,湖北_孝感市,3518,129,3389,0,0,0,0,0
567,湖北_黄石市,1015,39,976,0,0,0,0,0
568,湖北_荆门市,971,41,930,0,0,0,0,0
569,湖北_鄂州市,1395,59,1336,0,0,0,0,0
570,湖北_境外输入,120,0,113,0,0,0,0,7
